word,type,pos,stemmed,priorpolarity
bewildering,strongsubj,anypos,n,negative
bewilderingly,strongsubj,anypos,n,negative
bewilderment,strongsubj,noun,n,negative
bewitch,strongsubj,verb,y,negative
bias,strongsubj,adj,n,negative
bias,strongsubj,noun,n,negative
bias,strongsubj,verb,y,negative
biased,strongsubj,adj,n,negative
biased,strongsubj,noun,n,negative
biases,strongsubj,adj,n,negative
biases,strongsubj,noun,n,negative
bicker,strongsubj,verb,y,negative
bickering,strongsubj,anypos,n,negative
bid-rigging,weaksubj,adj,n,negative
big,weaksubj,adj,n,neutral
bitch,strongsubj,verb,y,negative
bitchy,strongsubj,adj,n,negative
biting,strongsubj,adj,n,negative
bitingly,strongsubj,anypos,n,negative
bitter,strongsubj,adj,n,negative
bitterly,strongsubj,anypos,n,negative
bitterness,strongsubj,noun,n,negative
bizarre,strongsubj,adj,n,negative
blab,strongsubj,verb,y,negative
blabber,strongsubj,verb,y,negative
black,weaksubj,adj,n,negative
blackmail,weaksubj,verb,y,negative
blah,strongsubj,anypos,y,negative
blame,strongsubj,adj,n,negative
blame,strongsubj,noun,n,negative
blame,strongsubj,verb,y,negative
blameless,strongsubj,adj,n,positive
blameworthy,strongsubj,adj,n,negative
bland,strongsubj,adj,n,negative
blandish,strongsubj,verb,y,negative
blaspheme,strongsubj,verb,y,negative
blasphemous,strongsubj,adj,n,negative
blasphemous,strongsubj,anypos,y,negative
blasphemy,strongsubj,noun,n,negative
blast,weaksubj,anypos,y,negative
blasted,strongsubj,anypos,y,negative
blatant,strongsubj,adj,n,negative
blatantly,strongsubj,adj,n,negative
blather,strongsubj,verb,y,negative
bleak,strongsubj,adj,n,negative
bleakly,strongsubj,anypos,n,negative
bleakness,strongsubj,noun,n,negative
bleed,weaksubj,verb,y,negative
blemish,weaksubj,noun,n,negative
blemish,weaksubj,verb,y,negative
bless,strongsubj,verb,y,positive
blessing,strongsubj,adj,n,positive
blessing,strongsubj,noun,n,positive
blind,weaksubj,anypos,n,negative
blinding,strongsubj,adj,n,negative
blinding,strongsubj,anypos,y,negative
blindingly,strongsubj,adj,n,negative
blindness,weaksubj,adj,n,negative
blindside,strongsubj,verb,y,negative
bliss,strongsubj,noun,n,positive
blissful,strongsubj,adj,n,positive
blissfully,strongsubj,adverb,n,positive
blister,strongsubj,verb,y,negative
blistering,strongsubj,adj,n,negative
blithe,strongsubj,adj,n,positive
bloated,strongsubj,adj,n,negative
block,weaksubj,noun,n,negative
block,weaksubj,verb,y,negative
blockhead,strongsubj,adj,n,negative
blood,weaksubj,adj,n,neutral
blood,weaksubj,noun,n,negative
bloodshed,strongsubj,noun,n,negative
bloodthirsty,strongsubj,adj,n,negative
bloody,weaksubj,adj,n,negative
bloom,weaksubj,verb,y,positive
blossom,weaksubj,verb,y,positive
blow,weaksubj,adj,n,negative
blow,weaksubj,noun,n,negative
blunder,strongsubj,adj,n,negative
blunder,strongsubj,noun,n,negative
blundering,strongsubj,anypos,n,negative
blunders,strongsubj,anypos,n,negative
blunt,strongsubj,adj,n,negative
blur,weaksubj,verb,y,negative
blurt,strongsubj,verb,y,negative
boast,strongsubj,verb,y,positive
boast,strongsubj,verb,y,negative
boastful,strongsubj,adj,n,negative
boggle,strongsubj,verb,y,negative
bogus,strongsubj,adj,n,negative
boil,strongsubj,verb,y,negative
boiling,strongsubj,adverb,n,negative
boisterous,strongsubj,adj,n,negative
bold,strongsubj,adj,n,positive
boldly,strongsubj,adverb,n,positive
boldness,strongsubj,noun,n,positive
bolster,strongsubj,verb,y,positive
bombard,weaksubj,verb,y,negative
bomb,weaksubj,verb,y,negative
bombardment,strongsubj,adj,n,negative
bombardment,strongsubj,noun,n,negative
bombastic,strongsubj,adj,n,negative
bondage,strongsubj,noun,n,negative
bonkers,strongsubj,adj,n,negative
bonkers,strongsubj,noun,n,negative
bonny,strongsubj,adj,n,positive
bonus,weaksubj,noun,n,positive
boom,weaksubj,noun,n,positive
booming,weaksubj,adj,n,positive
boost,weaksubj,adj,n,positive
boost,weaksubj,verb,y,positive
bore,strongsubj,verb,y,negative
boredom,strongsubj,noun,n,negative
boring,strongsubj,adj,n,negative
boring,strongsubj,anypos,y,negative
botch,strongsubj,verb,y,negative
bother,strongsubj,noun,n,negative
bother,strongsubj,verb,y,negative
bothersome,strongsubj,adj,n,negative
boundless,strongsubj,adj,n,positive
bountiful,strongsubj,adj,n,positive
bowdlerize,strongsubj,verb,y,negative
boycott,weaksubj,adj,n,negative
boycott,weaksubj,noun,n,negative
brag,strongsubj,noun,n,both
brag,strongsubj,verb,y,both
braggart,strongsubj,anypos,y,negative
braggart,strongsubj,noun,n,negative
bragger,strongsubj,anypos,y,negative
bragger,strongsubj,noun,n,negative
brains,strongsubj,adj,n,positive
brains,strongsubj,noun,n,positive
brainwash,strongsubj,verb,y,negative
brainy,strongsubj,adj,n,positive
brash,strongsubj,adj,n,negative
brashly,strongsubj,anypos,n,negative
brashness,strongsubj,noun,n,negative
brat,strongsubj,noun,n,negative
bravado,strongsubj,noun,n,negative
brave,strongsubj,adj,n,positive
brave,strongsubj,verb,y,positive
bravery,strongsubj,adj,n,positive
bravery,strongsubj,noun,n,positive
brazen,strongsubj,anypos,n,negative
brazenly,strongsubj,anypos,n,negative
brazenly,strongsubj,anypos,n,negative
brazenness,strongsubj,noun,n,negative
brazenness,strongsubj,noun,n,negative
breach,weaksubj,adj,n,negative
breach,weaksubj,noun,n,negative
break,weaksubj,verb,y,negative
break-point,strongsubj,adj,n,negative
break-point,strongsubj,noun,n,negative
breakdown,weaksubj,verb,y,negative
breakthrough,weaksubj,adj,n,positive
breakthrough,weaksubj,noun,n,positive
breakthroughs,weaksubj,adj,n,positive
breakthroughs,weaksubj,noun,n,positive
breathlessness,strongsubj,adj,n,positive
breathlessness,strongsubj,noun,n,positive
breathtaking,strongsubj,adj,n,positive
breathtakingly,strongsubj,anypos,n,positive
bright,weaksubj,adj,n,positive
brighten,weaksubj,anypos,y,positive
brightness,weaksubj,noun,n,positive
brilliance,weaksubj,noun,n,positive
brilliant,strongsubj,adj,n,positive
brilliant,strongsubj,anypos,y,positive
brilliantly,strongsubj,anypos,n,positive
brimstone,strongsubj,adj,n,negative
brimstone,strongsubj,noun,n,negative
brisk,weaksubj,adj,n,positive
bristle,strongsubj,verb,y,negative
brittle,weaksubj,adj,n,negative
broad,weaksubj,adj,n,positive
broad-based,weaksubj,adj,n,neutral
broke,weaksubj,adj,n,negative
broken-hearted,strongsubj,adj,n,negative
brood,strongsubj,verb,y,negative
brook,strongsubj,verb,y,positive
brotherly,weaksubj,adj,n,positive
browbeat,strongsubj,verb,y,negative
bruise,weaksubj,noun,n,negative
brusque,strongsubj,adj,n,negative
brutal,strongsubj,adj,n,negative
brutalising,strongsubj,adj,n,negative
brutalising,strongsubj,noun,n,negative
brutalities,strongsubj,anypos,n,negative
brutalities,strongsubj,noun,n,negative
brutality,strongsubj,noun,n,negative
brutalize,strongsubj,verb,y,negative
brutalizing,strongsubj,adj,n,negative
brutally,strongsubj,anypos,n,negative
brute,strongsubj,noun,n,negative
brutish,strongsubj,adj,n,negative
bug,weaksubj,verb,y,negative
buckle,weaksubj,verb,y,negative
bulky,weaksubj,adj,n,negative
bull,weaksubj,adj,n,positive
bull,weaksubj,noun,n,positive
bullies,strongsubj,adj,n,negative
bullies,strongsubj,noun,n,negative
bullish,weaksubj,adj,n,positive
bullish,weaksubj,noun,n,positive
bully,strongsubj,adj,n,negative
bully,strongsubj,noun,n,negative
bullyingly,strongsubj,anypos,n,negative
bum,weaksubj,noun,n,negative
bumpy,weaksubj,adj,n,negative
bungle,strongsubj,verb,y,negative
bungler,strongsubj,anypos,y,negative
bunk,weaksubj,noun,n,negative
buoyant,weaksubj,adj,n,positive
burden,strongsubj,adj,n,negative
burden,strongsubj,noun,n,negative
burdensome,strongsubj,adj,n,negative
burdensome,strongsubj,anypos,y,negative
burdensomely,strongsubj,anypos,y,negative
burn,strongsubj,verb,y,negative
busy,weaksubj,adj,n,negative
busybody,strongsubj,noun,n,negative
butcher,weaksubj,verb,y,negative
butchery,strongsubj,noun,n,negative
byzantine,strongsubj,adj,n,negative
cackle,strongsubj,verb,y,negative
cajole,strongsubj,verb,y,negative
calamities,strongsubj,noun,n,negative
calamitous,strongsubj,adj,n,negative
calamitously,strongsubj,anypos,n,negative
calamity,strongsubj,anypos,y,negative
calamity,strongsubj,noun,n,negative
callous,strongsubj,adj,n,negative
calm,weaksubj,adj,n,positive
calm,weaksubj,verb,y,positive
calming,strongsubj,anypos,y,positive
calmness,weaksubj,noun,n,positive
calumniate,strongsubj,verb,y,negative
calumniation,strongsubj,noun,n,negative
calumnies,strongsubj,noun,n,negative
calumnious,strongsubj,adj,n,negative
calumniously,strongsubj,anypos,n,negative
calumny,strongsubj,noun,n,negative
cancer,weaksubj,noun,n,negative
cancerous,weaksubj,adj,n,negative
candid,strongsubj,adj,n,positive
candor,strongsubj,noun,n,positive
cannibal,strongsubj,noun,n,negative
cannibalize,strongsubj,verb,y,negative
capable,weaksubj,adj,n,positive
capability,weaksubj,noun,n,positive
capably,weaksubj,adj,n,positive
capitalize,weaksubj,verb,y,positive
capitulate,weaksubj,verb,y,negative
capricious,strongsubj,adj,n,negative
capriciously,strongsubj,anypos,n,negative
capriciousness,strongsubj,noun,n,negative
capsize,weaksubj,verb,y,negative
captivate,strongsubj,verb,y,positive
captivating,strongsubj,adj,n,positive
captivation,strongsubj,noun,n,positive
captive,weaksubj,adj,n,negative
care,weaksubj,verb,y,positive
carefree,strongsubj,adj,n,positive
careful,weaksubj,adj,n,positive
careless,strongsubj,adj,n,negative
carelessness,strongsubj,noun,n,negative
caricature,strongsubj,verb,y,negative
carnage,strongsubj,noun,n,negative
carp,strongsubj,verb,y,negative
cartoon,weaksubj,adj,n,negative
cartoon,weaksubj,noun,n,negative
cartoonish,strongsubj,anypos,y,negative
cash-strapped,weaksubj,adj,n,negative
castigate,strongsubj,verb,y,negative
casualty,weaksubj,noun,y,negative
cataclysm,strongsubj,noun,n,negative
cataclysmal,strongsubj,adj,n,negative
cataclysmic,strongsubj,adj,n,negative
cataclysmically,strongsubj,anypos,n,negative
catalyst,strongsubj,adj,n,positive
catalyst,strongsubj,noun,n,positive
catastrophe,strongsubj,anypos,y,negative
catastrophe,strongsubj,noun,n,negative
catastrophes,strongsubj,noun,n,negative
catastrophic,strongsubj,adj,n,negative
catastrophic,strongsubj,anypos,y,negative
catastrophically,strongsubj,anypos,n,negative
catchy,strongsubj,adj,n,positive
caustic,strongsubj,adj,n,negative
caustically,strongsubj,anypos,n,negative
cautionary,strongsubj,adj,n,negative
cautious,weaksubj,adj,n,negative
cave,weaksubj,verb,y,negative
ceaseless,weaksubj,adj,n,neutral
celebrate,strongsubj,verb,y,positive
celebrated,strongsubj,adj,n,positive
celebration,strongsubj,noun,n,positive
celebratory,strongsubj,anypos,y,positive
celebrity,weaksubj,noun,n,positive
censure,strongsubj,adj,n,negative
censure,strongsubj,noun,n,negative
censure,strongsubj,verb,y,negative
central,weaksubj,adj,n,neutral
certain,weaksubj,anypos,y,neutral
certainly,strongsubj,anypos,n,neutral
certified,weaksubj,adj,n,neutral
chafe,strongsubj,verb,y,negative
chaff,strongsubj,verb,y,negative
chagrin,strongsubj,noun,n,negative
chagrin,strongsubj,verb,y,negative
challenge,weaksubj,noun,n,negative
challenge,weaksubj,verb,y,negative
challenging,weaksubj,adj,n,negative
champion,weaksubj,adj,n,positive
champion,weaksubj,anypos,y,positive
champ,weaksubj,noun,n,positive
champion,weaksubj,noun,n,positive
chant,weaksubj,adj,n,neutral
chant,weaksubj,noun,n,neutral
chaos,strongsubj,noun,n,negative
chaotic,strongsubj,adj,n,negative
charisma,strongsubj,noun,n,negative
charismatic,strongsubj,adj,n,positive
charitable,weaksubj,adj,n,positive
charitable,weaksubj,noun,n,positive
charity,weaksubj,noun,n,positive
charm,strongsubj,adj,n,positive
charm,strongsubj,noun,n,positive
charm,strongsubj,verb,y,positive
charming,strongsubj,adj,n,positive
charming,strongsubj,anypos,n,positive
charmingly,strongsubj,adj,n,positive
chaste,strongsubj,adj,n,positive
chasten,strongsubj,verb,y,negative
chastise,strongsubj,verb,y,negative
chastisement,strongsubj,anypos,y,negative
chatter,strongsubj,verb,y,negative
chatterbox,strongsubj,anypos,y,negative
cheapen,strongsubj,verb,y,negative
cheap,strongsubj,adj,n,negative
cheat,strongsubj,noun,n,negative
cheat,strongsubj,verb,y,negative
cheater,strongsubj,anypos,y,negative
cheer,strongsubj,noun,n,positive
cheer,strongsubj,verb,y,positive
cheery,strongsubj,adj,n,positive
cheerful,strongsubj,adj,n,positive
cheerless,strongsubj,adj,n,negative
cherish,strongsubj,verb,y,positive
cherished,strongsubj,adj,n,positive
cherub,strongsubj,noun,n,positive
chic,strongsubj,adj,n,positive
chide,strongsubj,verb,y,negative
childish,strongsubj,adj,n,negative
chill,weaksubj,verb,y,negative
chilly,weaksubj,adj,n,negative
chit,strongsubj,anypos,y,negative
chivalry,strongsubj,noun,n,positive
chivalrous,strongsubj,adj,n,positive
choppy,weaksubj,adj,n,negative
choke,weaksubj,verb,y,negative
chore,weaksubj,noun,n,negative
chronic,weaksubj,adj,n,negative
chum,weaksubj,noun,n,positive
civility,strongsubj,noun,n,positive
civilization,weaksubj,noun,n,positive
civilize,weaksubj,adj,n,positive
civilize,weaksubj,verb,y,positive
civil,weaksubj,adj,n,positive
claim,weaksubj,anypos,y,neutral
clamor,weaksubj,noun,n,negative
clamorous,weaksubj,adj,n,negative
clandestine,weaksubj,adj,n,neutral
clarity,weaksubj,adj,n,positive
clash,weaksubj,adj,n,negative
clash,weaksubj,noun,n,negative
classic,weaksubj,noun,n,positive
clean,weaksubj,adj,n,positive
cleanliness,weaksubj,noun,n,positive
cleanse,weaksubj,verb,n,positive
clear,weaksubj,anypos,y,positive
clear-cut,strongsubj,adj,n,positive
clearer,strongsubj,adj,n,positive
clearer,strongsubj,noun,n,positive
clearly,strongsubj,anypos,n,positive
clever,strongsubj,adj,n,positive
cliche,strongsubj,anypos,n,negative
cliched,strongsubj,anypos,n,negative
clique,weaksubj,noun,n,negative
clog,weaksubj,verb,y,negative
close,weaksubj,adj,n,negative
closeness,strongsubj,adj,n,positive
closeness,strongsubj,noun,n,positive
cloud,strongsubj,verb,y,negative
clout,strongsubj,adj,n,positive
clout,strongsubj,noun,n,positive
clumsy,strongsubj,adj,n,negative
co-operation,weaksubj,adj,n,positive
co-operation,weaksubj,noun,n,positive
coarse,weaksubj,adj,n,negative
coax,strongsubj,verb,y,positive
cocky,strongsubj,adj,n,negative
coddle,weaksubj,verb,y,positive
coerce,strongsubj,verb,y,negative
coercion,strongsubj,noun,n,negative
coercive,strongsubj,adj,n,negative
cogent,strongsubj,adj,n,positive
cohesive,weaksubj,adj,n,positive
cogitate,strongsubj,verb,y,neutral
cognizance,weaksubj,adj,n,neutral
cognizance,weaksubj,noun,n,neutral
cognizant,strongsubj,noun,n,neutral
cohere,weaksubj,verb,y,positive
coherence,strongsubj,adj,n,positive
coherence,strongsubj,noun,n,positive
coherent,weaksubj,adj,n,positive
cohesion,weaksubj,noun,n,positive
cohesive,weaksubj,adj,n,positive
cold,weaksubj,adj,n,negative
coldly,strongsubj,adverb,n,negative
collapse,weaksubj,adj,n,negative
collapse,weaksubj,verb,y,negative
collide,weaksubj,verb,y,negative
collude,strongsubj,verb,y,negative
collusion,strongsubj,noun,n,negative
colorful,weaksubj,adj,n,positive
colossal,weaksubj,adj,n,positive
combative,weaksubj,adj,n,negative
comeback,weaksubj,adj,n,positive
comeback,weaksubj,noun,n,positive
comedy,weaksubj,noun,n,negative
comedy,weaksubj,adj,n,negative
comely,strongsubj,adj,n,positive
comfort,weaksubj,verb,y,positive
comfortable,weaksubj,adj,n,positive
comfortable,weaksubj,noun,n,positive
comfortably,weaksubj,adverb,n,positive
comforting,strongsubj,anypos,n,positive
comical,weaksubj,adj,n,negative
commend,strongsubj,verb,y,positive
commendable,strongsubj,adj,n,positive
commendably,strongsubj,adverb,n,positive
commensurate,weaksubj,adj,n,positive
commonsense,weaksubj,noun,n,positive
commonsensible,weaksubj,adj,n,positive
commonsensibly,weaksubj,adverb,n,positive
commonsensical,weaksubj,adj,n,positive
comment,weaksubj,adj,n,neutral
comment,weaksubj,noun,n,neutral
commentator,weaksubj,adj,n,neutral
commentator,weaksubj,noun,n,neutral
commodious,weaksubj,adj,n,positive
commiserate,strongsubj,verb,y,negative
commitment,weaksubj,adj,n,positive
commitment,weaksubj,noun,n,positive
commonplace,weaksubj,adj,n,negative
commotion,strongsubj,adj,n,negative
commotion,strongsubj,noun,n,negative
compact,weaksubj,adj,n,positive
compassion,strongsubj,noun,n,positive
compassionate,strongsubj,adj,n,positive
compatible,weaksubj,adj,n,positive
compatible,weaksubj,noun,n,positive
compel,strongsubj,verb,y,negative
compelling,strongsubj,adj,n,positive
compelling,strongsubj,noun,n,positive
compensate,strongsubj,verb,y,positive
competent,weaksubj,adj,n,positive
competence,weaksubj,noun,n,positive
competency,weaksubj,noun,n,positive
competitive,weaksubj,adj,n,positive
competitive,weaksubj,noun,n,positive
competitiveness,weaksubj,anypos,n,positive
complacent,strongsubj,adj,n,negative
complacent,strongsubj,noun,n,negative
complain,strongsubj,verb,y,negative
complaining,strongsubj,adj,n,negative
complaining,strongsubj,noun,n,negative
complaint,strongsubj,noun,n,negative
complaints,strongsubj,adj,n,negative
complaints,strongsubj,noun,n,negative
complement,strongsubj,noun,n,positive
complement,weaksubj,verb,y,positive
complete,weaksubj,adj,n,neutral
completely,weaksubj,adverb,y,neutral
complex,weaksubj,adj,n,negative
compliant,strongsubj,adj,n,positive
compliant,strongsubj,noun,n,positive
complicate,weaksubj,verb,y,negative
complicated,weaksubj,adj,n,negative
complication,weaksubj,noun,n,negative
complicit,strongsubj,adj,n,negative
compliment,strongsubj,verb,y,positive
complimentary,strongsubj,anypos,n,positive
comprehend,strongsubj,verb,y,neutral
comprehensive,weaksubj,adj,n,positive
compromise,weaksubj,adj,n,positive
compromise,weaksubj,noun,n,positive
compromise,weaksubj,verb,y,positive
compromises,weaksubj,adj,n,positive
compromises,weaksubj,noun,n,positive
compulsion,strongsubj,noun,n,negative
compulsive,strongsubj,adj,n,negative
compulsory,weaksubj,adj,n,negative
comrades,strongsubj,adj,n,positive
comrades,strongsubj,noun,n,positive
concede,strongsubj,verb,y,negative
conceit,strongsubj,noun,n,negative
conceited,strongsubj,adj,n,negative
conceivable,strongsubj,adj,n,positive
conceivable,strongsubj,noun,n,positive
concern,strongsubj,adj,n,negative
concern,strongsubj,noun,n,negative
concern,weaksubj,verb,y,negative
concerned,strongsubj,anypos,y,negative
concerning,weaksubj,adj,n,neutral
concerning,weaksubj,noun,n,neutral
concerns,strongsubj,adj,n,negative
