docName,dirName,idx,type,startByte,endByte,sentRow,wordLen,text,intensity,polarity,expression-intensity,attitude-type,attitude-uncertain
00.42.54-29681,20010718,1,GATE_attitude,938,965,107.0,27.0,five complaints of problems,medium,,,sentiment-neg,
23.47.18-27024,20010718,34,GATE_expressive-subjectivity,1089,1100,111.0,11.0,is possible,low,neutral,,,
23.47.18-27024,20010718,13,GATE_direct-subjective,1055,1067,111.0,12.0,According to,neutral,,neutral,,
23.47.18-27024,20010718,6,GATE_attitude,1086,1227,111.0,141.0,it is possible that clashes will resume between the Taleban and UIFSA forces in various regions of Afghanistan in the next few days and weeks,low,,,speculation,
22.41.16-14236,20010813,13,GATE_direct-subjective,236,245,124.0,9.0,intend to,low,neutral,low,,
22.41.16-14236,20010813,4,GATE_attitude,236,245,124.0,9.0,intend to,low,,,intention-pos,
23.12.58-1993,20010813,6,GATE_direct-subjective,724,734,130.0,10.0,suspicions,low,negative,low,,
23.12.58-1993,20010813,2,GATE_attitude,724,737,130.0,13.0,suspicions of,low-medium,,,sentiment-neg,
23.25.24-13030,20010817,51,GATE_expressive-subjectivity,867,875,131.0,8.0,although,low,neutral,,,
23.25.24-13030,20010817,44,GATE_attitude,66,79,136.0,13.0,will push for,medium,,,sentiment-pos,
23.25.24-13030,20010817,37,GATE_expressive-subjectivity,512,523,132.0,11.0,needs to be,low,neutral,,,
23.25.24-13030,20010817,33,GATE_expressive-subjectivity,894,903,131.0,9.0,squeezing,low,negative,,,
23.25.24-13030,20010817,32,GATE_expressive-subjectivity,1008,1031,131.0,23.0,can still break through,medium,positive,,,
23.25.24-13030,20010817,28,GATE_attitude,1100,1110,131.0,10.0,support of,medium,,,sentiment-pos,
23.25.24-13030,20010817,27,GATE_attitude,867,1139,131.0,272.0,"although mainland China is squeezing Taiwan's development space in the world community with its huge resources and strong diplomacy, the ROC can still break through its difficulties as long as it implements democracy and obtains the support of overseas Chinese communities",low-medium,,,arguing-pos,
23.25.24-13030,20010817,24,GATE_direct-subjective,386,390,132.0,4.0,said,neutral,,neutral,,
23.25.24-13030,20010817,22,GATE_direct-subjective,1100,1110,131.0,10.0,support of,medium,positive,medium,,
23.25.24-13030,20010817,20,GATE_direct-subjective,66,79,136.0,13.0,will push for,low,positive,low,,
23.25.24-13030,20010817,11,GATE_direct-subjective,1289,1304,135.0,15.0,exchanged views,low,neutral,low,,
23.25.24-13030,20010817,9,GATE_attitude,1289,1307,135.0,18.0,exchanged views on,low,,,other-attitude,
23.25.24-13030,20010817,7,GATE_expressive-subjectivity,1049,1059,131.0,10.0,as long as,low,neutral,,,
23.25.24-13030,20010817,6,GATE_direct-subjective,858,861,131.0,3.0,say,neutral,,neutral,,
23.25.24-13030,20010817,1,GATE_attitude,512,589,132.0,77.0,needs to be further strengthened in the Chinese communities in Southeast Asia,low-medium,,,arguing-pos,
01.09.50-14694,20010818,238,GATE_attitude,2921,2946,159.0,25.0,will remove you violently,high,,,sentiment-neg,
01.09.50-14694,20010818,234,GATE_attitude,2415,2433,138.0,18.0,rules in favour of,low-medium,,,sentiment-pos,
01.09.50-14694,20010818,101,GATE_attitude,2170,2180,142.0,10.0,challenged,medium,,,sentiment-neg,
01.09.50-14694,20010818,85,GATE_direct-subjective,1019,1023,149.0,4.0,said,neutral,,neutral,,
01.09.50-14694,20010818,210,GATE_direct-subjective,1978,1999,158.0,21.0,allegedly threatening,medium,negative,medium,,
01.09.50-14694,20010818,69,GATE_direct-subjective,3175,3192,156.0,17.0,expressed concern,medium,negative,medium,,
01.09.50-14694,20010818,61,GATE_expressive-subjectivity,835,849,162.0,14.0,most dangerous,high,negative,,,
01.09.50-14694,20010818,186,GATE_attitude,3431,3448,150.0,17.0,speaks for itself,medium,,,arguing-pos,
01.09.50-14694,20010818,311,GATE_attitude,3075,3084,157.0,9.0,trying to,low,,,intention-pos,
01.09.50-14694,20010818,303,GATE_attitude,2675,2690,137.0,15.0,Charges against,medium,,,sentiment-neg,
01.09.50-14694,20010818,299,GATE_expressive-subjectivity,24,35,140.0,11.0,at it again,medium,negative,,,
01.09.50-14694,20010818,295,GATE_direct-subjective,1231,1241,154.0,10.0,called for,low,positive,low,,
01.09.50-14694,20010818,37,GATE_direct-subjective,2882,2884,159.0,2.0,If,high,,,,
01.09.50-14694,20010818,33,GATE_attitude,1603,1610,161.0,7.0,endorse,medium,,,sentiment-pos,
01.09.50-14694,20010818,154,GATE_direct-subjective,3373,3383,150.0,10.0,Zimbabwe's,medium,,,,
01.09.50-14694,20010818,271,GATE_attitude,2889,2899,159.0,10.0,don't want,medium,,,sentiment-neg,
01.09.50-14694,20010818,138,GATE_expressive-subjectivity,3495,3506,148.0,11.0,his MDC lot,low,negative,,,
01.09.50-14694,20010818,255,GATE_attitude,903,911,149.0,8.0,endorsed,medium,,,sentiment-pos,
01.09.50-14694,20010818,235,GATE_attitude,1988,2057,158.0,69.0,threatening to violently remove President Mugabe from power last year,high,,,sentiment-neg,
01.09.50-14694,20010818,227,GATE_attitude,734,802,162.0,68.0,are asking if we can get guns and go and shoot the man out of office,high,,,sentiment-neg,
01.09.50-14694,20010818,219,GATE_expressive-subjectivity,3431,3448,150.0,17.0,speaks for itself,medium,neutral,,,
01.09.50-14694,20010818,90,GATE_attitude,3457,3552,148.0,95.0,The quickest defeat of Tsvangirai and his MDC lot would come if they chose the path of violence,medium,,,arguing-pos,
01.09.50-14694,20010818,215,GATE_expressive-subjectivity,2921,2946,159.0,25.0,will remove you violently,high,negative,,,
01.09.50-14694,20010818,203,GATE_expressive-subjectivity,1839,1847,155.0,8.0,villains,medium,negative,,,
01.09.50-14694,20010818,66,GATE_direct-subjective,1801,1811,155.0,10.0,do support,medium,positive,medium,,
01.09.50-14694,20010818,62,GATE_expressive-subjectivity,1530,1538,141.0,8.0,will not,medium,negative,,,
01.09.50-14694,20010818,312,GATE_direct-subjective,2817,2835,137.0,18.0,would like to tell,low,positive,low,,
01.09.50-14694,20010818,179,GATE_attitude,1048,1074,149.0,26.0,would be a ruinous mistake,medium,,,arguing-pos,
01.09.50-14694,20010818,50,GATE_expressive-subjectivity,128,166,153.0,38.0,"shoot"" President Mugabe ""out of office",high,negative,,,
01.09.50-14694,20010818,300,GATE_attitude,815,871,162.0,56.0,"Please, that is the most dangerous thing you can ever do",high,,,arguing-pos,
01.09.50-14694,20010818,296,GATE_attitude,1572,1585,161.0,13.0,are reluctant,low,,,agree-neg,very-uncertain
01.09.50-14694,20010818,38,GATE_expressive-subjectivity,3217,3230,156.0,13.0,flirting with,low,negative,,,
01.09.50-14694,20010818,163,GATE_attitude,3272,3371,144.0,99.0,anyone who wants to speak the language of violence where Zimbabwe is concerned is playing with fire,medium-high,,,arguing-pos,
01.09.50-14694,20010818,284,GATE_expressive-subjectivity,1905,1910,158.0,5.0,might,low,neutral,,,
01.09.50-14694,20010818,155,GATE_attitude,1839,1847,155.0,8.0,villains,medium-high,,,sentiment-neg,
01.09.50-14694,20010818,147,GATE_direct-subjective,1101,1116,152.0,15.0,set to consider,low,neutral,low,,
01.09.50-14694,20010818,14,GATE_direct-subjective,3602,3606,148.0,4.0,said,low,,low,,
01.09.50-14694,20010818,131,GATE_direct-subjective,810,813,162.0,3.0,say,neutral,,neutral,,
01.09.50-14694,20010818,2,GATE_attitude,928,940,149.0,12.0,proposal for,low-medium,,,sentiment-pos,very-uncertain
01.09.50-14694,20010818,111,GATE_direct-subjective,928,936,149.0,8.0,proposal,neutral,,neutral,,
01.09.50-14694,20010818,232,GATE_attitude,3283,3322,144.0,39.0,wants to speak the language of violence,high,,,sentiment-neg,
01.09.50-14694,20010818,103,GATE_attitude,1666,1737,146.0,71.0,actually subverts the electoral process - when one goes to that extreme,medium,,,sentiment-neg,
01.09.50-14694,20010818,99,GATE_expressive-subjectivity,815,821,162.0,6.0,Please,low,neutral,,,
01.09.50-14694,20010818,208,GATE_attitude,98,111,153.0,13.0,are agitating,medium,,,intention-pos,very-uncertain
01.09.50-14694,20010818,79,GATE_expressive-subjectivity,2481,2486,138.0,5.0,might,low,neutral,,,
01.09.50-14694,20010818,204,GATE_direct-subjective,3075,3101,157.0,26.0,trying to provoke protests,high,negative,high,,
01.09.50-14694,20010818,75,GATE_direct-subjective,3043,3050,157.0,7.0,alleged,low,negative,low,,
01.09.50-14694,20010818,71,GATE_expressive-subjectivity,1489,1491,141.0,2.0,If,low,neutral,,,
01.09.50-14694,20010818,67,GATE_attitude,1048,1074,149.0,26.0,would be a ruinous mistake,medium-high,,,sentiment-neg,
01.09.50-14694,20010818,63,GATE_attitude,3071,3154,157.0,83.0,was trying to provoke protests that could be used as an excuse to suspend democracy,medium-high,,,sentiment-neg,
01.09.50-14694,20010818,188,GATE_direct-subjective,410,423,145.0,13.0,keen to fight,medium,negative,medium,,
01.09.50-14694,20010818,59,GATE_direct-subjective,98,111,153.0,13.0,are agitating,medium,negative,medium,,
01.09.50-14694,20010818,184,GATE_direct-subjective,1572,1585,161.0,13.0,are reluctant,low,negative,low,,
01.09.50-14694,20010818,51,GATE_direct-subjective,1600,1610,161.0,10.0,to endorse,low,positive,low,,
01.09.50-14694,20010818,305,GATE_attitude,1231,1241,154.0,10.0,called for,medium,,,sentiment-pos,
01.09.50-14694,20010818,301,GATE_direct-subjective,1325,1332,143.0,7.0,opposed,medium,negative,medium,,
01.09.50-14694,20010818,289,GATE_expressive-subjectivity,1675,1683,146.0,8.0,subverts,medium,negative,,,
01.09.50-14694,20010818,31,GATE_attitude,1988,2002,158.0,14.0,threatening to,medium-high,,,intention-pos,
01.09.50-14694,20010818,285,GATE_attitude,410,423,145.0,13.0,keen to fight,high,,,sentiment-neg,
01.09.50-14694,20010818,152,GATE_expressive-subjectivity,864,868,162.0,4.0,ever,low,neutral,,,
01.09.50-14694,20010818,148,GATE_expressive-subjectivity,1725,1737,146.0,12.0,that extreme,medium,negative,,,
01.09.50-14694,20010818,15,GATE_expressive-subjectivity,1059,1074,149.0,15.0,ruinous mistake,high,negative,,,
01.09.50-14694,20010818,136,GATE_attitude,1098,1107,152.0,9.0,is set to,low-medium,,,intention-pos,
01.09.50-14694,20010818,7,GATE_attitude,98,166,153.0,68.0,"are agitating to get guns to ""shoot"" President Mugabe ""out of office",high,,,sentiment-neg,
01.09.50-14694,20010818,132,GATE_attitude,1489,1546,141.0,57.0,"If sanctions are imposed on Zimbabwe, it will not survive",medium-high,,,sentiment-neg,
01.09.50-14694,20010818,3,GATE_attitude,2817,2827,137.0,10.0,would like,medium,,,sentiment-pos,
01.09.50-14694,20010818,128,GATE_attitude,3175,3192,156.0,17.0,expressed concern,medium,,,sentiment-neg,
01.09.50-14694,20010818,120,GATE_direct-subjective,2170,2180,142.0,10.0,challenged,medium,negative,medium,,
01.09.50-14694,20010818,245,GATE_attitude,1489,1546,141.0,57.0,"If sanctions are imposed on Zimbabwe, it will not survive",medium-high,,,arguing-neg,
01.09.50-14694,20010818,241,GATE_attitude,3043,3154,157.0,111.0,alleged that the Government was trying to provoke protests that could be used as an excuse to suspend democracy,medium,,,arguing-pos,
01.09.50-14694,20010818,112,GATE_direct-subjective,2889,2899,159.0,10.0,don't want,medium,negative,medium,,
01.09.50-14694,20010818,237,GATE_attitude,1801,1811,155.0,10.0,do support,medium,,,sentiment-pos,
01.09.50-14694,20010818,233,GATE_direct-subjective,2675,2682,137.0,7.0,Charges,medium,negative,medium,,
01.09.50-14694,20010818,88,GATE_attitude,3175,3258,156.0,83.0,"expressed concern that the MDC leader is ""flirting with mercenaries in South Africa",medium,,,sentiment-neg,
01.09.50-14694,20010818,64,GATE_attitude,2817,2880,137.0,63.0,would like to tell Mugabe today is that... please go peacefully,medium-high,,,sentiment-neg,
01.09.50-14694,20010818,52,GATE_direct-subjective,3283,3322,144.0,39.0,wants to speak the language of violence,high,negative,high,,
01.09.50-14694,20010818,40,GATE_attitude,24,35,140.0,11.0,at it again,low,,,sentiment-neg,somewhat-uncertain
01.09.50-14694,20010818,36,GATE_attitude,410,417,145.0,7.0,keen to,medium,,,sentiment-pos,
01.09.50-14694,20010818,157,GATE_direct-subjective,2415,2430,138.0,15.0,rules in favour,medium,positive,medium,,
01.09.50-14694,20010818,24,GATE_expressive-subjectivity,775,802,162.0,27.0,shoot the man out of office,high,negative,,,
01.09.50-14694,20010818,274,GATE_attitude,2481,2509,138.0,28.0,might face life imprisonment,low,,,speculation,
01.09.50-14694,20010818,270,GATE_attitude,1905,1973,158.0,68.0,might face charges of contravening the Law and Order Maintenance Act,low,,,speculation,
01.09.50-14694,20010818,141,GATE_direct-subjective,734,744,162.0,10.0,are asking,neutral,,neutral,,
01.09.50-14694,20010818,12,GATE_attitude,1640,1780,146.0,140.0,"Until such time as Mugabe actually subverts the electoral process - when one goes to that extreme, international sanctions will be an option",medium,,,arguing-pos,
01.09.50-14694,20010818,266,GATE_attitude,1325,1332,143.0,7.0,opposed,medium,,,sentiment-neg,
01.09.50-14694,20010818,137,GATE_direct-subjective,903,911,149.0,8.0,endorsed,low,positive,low,,
01.09.50-14694,20010818,0,GATE_expressive-subjectivity,3354,3371,144.0,17.0,playing with fire,medium,negative,,,
23.26.43-14352,20010819,10,GATE_attitude,297,305,166.0,8.0,aimed at,low-medium,,,intention-pos,
23.26.43-14352,20010819,5,GATE_direct-subjective,297,302,166.0,5.0,aimed,low,positive,low,,
00.59.03-19180,20010828,26,GATE_direct-subjective,376,381,172.0,5.0,needs,low,neutral,low,,
00.59.03-19180,20010828,13,GATE_direct-subjective,553,565,168.0,12.0,was believed,low,neutral,low,,
00.59.03-19180,20010828,8,GATE_direct-subjective,75,83,169.0,8.0,believed,low,neutral,low,,
00.59.03-19180,20010828,4,GATE_attitude,75,137,169.0,62.0,believed to be carrying illegal immigrants bound for Australia,low-medium,,,arguing-pos,
00.59.03-19180,20010828,3,GATE_attitude,376,381,172.0,5.0,needs,low-medium,,,other-attitude,somewhat-uncertain
00.59.03-19180,20010828,1,GATE_attitude,550,597,168.0,47.0,it was believed the boat was carrying 80 people,low-medium,,,arguing-pos,
01.48.48-11084,20010829,127,GATE_direct-subjective,284,289,188.0,5.0,fears,high,negative,high,,
01.48.48-11084,20010829,123,GATE_expressive-subjectivity,1408,1415,196.0,7.0,must be,low,neutral,,,
01.48.48-11084,20010829,117,GATE_expressive-subjectivity,2268,2304,187.0,36.0,initiated by the visitors themselves,medium,neutral,,,
01.48.48-11084,20010829,109,GATE_direct-subjective,2738,2760,193.0,22.0,favouring independence,high,positive,high,,
01.48.48-11084,20010829,103,GATE_expressive-subjectivity,423,430,190.0,7.0,despite,low,neutral,,,
01.48.48-11084,20010829,95,GATE_expressive-subjectivity,395,422,190.0,27.0,would not escalate into war,high,neutral,,,
01.48.48-11084,20010829,93,GATE_direct-subjective,1636,1647,182.0,11.0,recognition,low,uncertain-positive,low,,
01.48.48-11084,20010829,91,GATE_expressive-subjectivity,2128,2149,174.0,21.0,quasi-official status,medium,neutral,,,
01.48.48-11084,20010829,89,GATE_expressive-subjectivity,2566,2588,192.0,22.0,will eventually happen,medium,neutral,,,
01.48.48-11084,20010829,77,GATE_direct-subjective,961,969,194.0,8.0,welcomed,medium,positive,medium,,
01.48.48-11084,20010829,73,GATE_direct-subjective,47,51,179.0,4.0,says,neutral,,neutral,,
01.48.48-11084,20010829,71,GATE_direct-subjective,1258,1276,195.0,18.0,has refused to bow,high,negative,high,,
01.48.48-11084,20010829,51,GATE_direct-subjective,268,274,188.0,6.0,sought,medium,positive,medium,,
01.48.48-11084,20010829,49,GATE_direct-subjective,569,573,181.0,4.0,told,neutral,,neutral,,
01.48.48-11084,20010829,176,GATE_expressive-subjectivity,102,109,179.0,7.0,despite,low,neutral,,,
01.48.48-11084,20010829,174,GATE_expressive-subjectivity,1218,1226,195.0,8.0,mellowed,medium,neutral,,,
01.48.48-11084,20010829,45,GATE_expressive-subjectivity,924,944,194.0,20.0,peaceful unification,medium,positive,,,
01.48.48-11084,20010829,172,GATE_expressive-subjectivity,1442,1497,196.0,55.0,with respect to the principles of democracy and freedom,medium,uncertain-positive,,,
01.48.48-11084,20010829,41,GATE_direct-subjective,1112,1122,186.0,10.0,redefining,medium,neutral,medium,,
01.48.48-11084,20010829,168,GATE_direct-subjective,1685,1699,176.0,14.0,was so worried,high,neutral,high,,
01.48.48-11084,20010829,39,GATE_direct-subjective,1227,1237,195.0,10.0,his stance,medium,neutral,medium,,
01.48.48-11084,20010829,166,GATE_direct-subjective,1834,1838,177.0,4.0,said,neutral,,neutral,,
01.48.48-11084,20010829,37,GATE_expressive-subjectivity,3026,3038,184.0,12.0,will benefit,medium,positive,,,
01.48.48-11084,20010829,33,GATE_expressive-subjectivity,2682,2701,193.0,19.0,could be attributed,medium,neutral,,,
01.48.48-11084,20010829,29,GATE_direct-subjective,2538,2551,192.0,13.0,is optimistic,high,positive,high,,
01.48.48-11084,20010829,154,GATE_direct-subjective,2091,2096,174.0,5.0,To us,low,neutral,low,,
01.48.48-11084,20010829,152,GATE_expressive-subjectivity,2254,2263,187.0,9.0,voluntary,medium,positive,,,
01.48.48-11084,20010829,21,GATE_expressive-subjectivity,1588,1604,182.0,16.0,"""parliamentarian",medium,negative,,,
01.48.48-11084,20010829,148,GATE_expressive-subjectivity,2507,2531,192.0,24.0,still-tense relationship,high,negative,,,
01.48.48-11084,20010829,17,GATE_expressive-subjectivity,2855,2862,183.0,7.0,However,low,neutral,,,
01.48.48-11084,20010829,15,GATE_expressive-subjectivity,171,192,179.0,21.0,our renegade province,high,negative,,,
01.48.48-11084,20010829,142,GATE_direct-subjective,2818,2837,180.0,19.0,favour independence,high,positive,high,,
01.48.48-11084,20010829,7,GATE_direct-subjective,157,166,179.0,9.0,described,low,uncertain-neutral,low,,
01.48.48-11084,20010829,134,GATE_direct-subjective,913,920,194.0,7.0,pursuit,medium,neutral,medium,,
01.48.48-11084,20010829,3,GATE_direct-subjective,2059,2065,178.0,6.0,treats,low,neutral,low,,
01.48.48-11084,20010829,130,GATE_expressive-subjectivity,1943,1950,177.0,7.0,unusual,low,negative,,,
01.48.48-11084,20010829,1,GATE_expressive-subjectivity,2411,2421,191.0,10.0,as long as,low,neutral,,,
01.48.48-11084,20010829,126,GATE_expressive-subjectivity,516,530,181.0,14.0,cannot prevent,medium,positive,,,
01.48.48-11084,20010829,124,GATE_expressive-subjectivity,1142,1175,186.0,33.0,"special state-to-state"" relations",medium,neutral,,,
01.48.48-11084,20010829,120,GATE_expressive-subjectivity,2004,2030,178.0,26.0,no matter in what capacity,medium,neutral,,,
01.48.48-11084,20010829,116,GATE_direct-subjective,2330,2350,191.0,20.0,raised no objections,medium,neutral,medium,,
