,negativ,,,,,,,,,,,,,,,,,,artificial,modif,weaksubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,,,,pain,,,,ashamed,modif,strongsubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,aspiration,noun,strongsubj,noun,n,positive
positiv,,active,,,,,,,,,,,,,,,,,aspire,supv,strongsubj,verb,y,positive
,negativ,active,,,hostile,strong,,,,,,,,,,,,,assail,supv,weaksubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,assassin,noun,strongsubj,noun,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,assassinate,supv other,weaksubj,verb,y,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,assault,noun,weaksubj,adj,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,assault,noun,weaksubj,noun,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,assault,supv,weaksubj,adj,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,assault,supv,weaksubj,noun,n,negative
positiv,,,,affil,,,,,,,,,,,,,,,assent,noun,strongsubj,verb,y,positive
positiv,,,,affil,,strong,,,,,,,,,,,,,asset,noun,weaksubj,noun,n,positive
,,,passive,,,,,,,,,,,,,,,,assumption,noun,weaksubj,adj,n,neutral
,,,passive,,,,,,,,,,,,,,,,assumption,noun,weaksubj,noun,n,neutral
positiv,,,,affil,,strong,,,,,,,,,,,,,assurance,noun,weaksubj,adj,n,positive
positiv,,,,affil,,strong,,,,,,,,,,,,,assurance,noun,weaksubj,noun,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,assure,supv,strongsubj,verb,y,positive
positiv,,,,,,strong,power,,,,,,,,,,,,assure,supv,strongsubj,verb,y,positive
positiv,,,,,,strong,power,,,,,,,pleasur,,,,,assure,modif,strongsubj,verb,y,positive
positiv,,,,,,strong,power,,,,,,,,,,,,assuredly,ly,strongsubj,anypos,n,positive
positiv,,active,,,,strong,power,,,,,,,,,,,,astound,supv,strongsubj,verb,y,positive
,negativ,,passive,,,,,weak,,,,,,,,,,,astray,modif,weaksubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,astute,modif,strongsubj,adj,n,positive
,negativ,,passive,,,,,weak,,,,,,,,,,,asunder,modif,strongsubj,anypos,n,negative
,negativ,,,,,,,,,,,,,,,,,,atrocious,modif vice,strongsubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,atrophy,supv,strongsubj,verb,y,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,attack,noun,weaksubj,noun,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,attack,noun,weaksubj,verb,y,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,attack,supv,weaksubj,noun,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,attack,supv,weaksubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,attack,noun,weaksubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,attack,noun,weaksubj,verb,y,negative
positiv,,active,,,,strong,,,,,,,,,,,,,attain,supv,weaksubj,verb,y,positive
positiv,,,passive,,,,,,submit,,,,,,,,,,attentive,modif,strongsubj,adj,n,positive
,,,passive,,,,,,submit,,,,,,,,,,attest,supv,strongsubj,verb,y,positive
positiv,,,,affil,,strong,,,,,,,,pleasur,,,,,attraction,noun,strongsubj,adj,n,positive
positiv,,,,affil,,strong,,,,,,,,pleasur,,,,,attraction,noun,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,attractive,modif,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,attractive,modif,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,attune,modif,weaksubj,adj,n,positive
,negativ,,,,,strong,,,,,,,,,,,,,audacious,modif,strongsubj,adj,n,negative
,negativ,,,,,strong,,,,,,,,,,,,,audacity,noun,strongsubj,noun,n,negative
positiv,,,,,,,,,,,,,,,,,,,auspicious,modif,strongsubj,adj,n,positive
,negativ,,,,hostile,strong,,,,,,,,,,,,,austere,modif,strongsubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,authentic,modif,weaksubj,adj,n,positive
,,,,,,strong,power,,,,,,,,,,,,authoritarian,noun,weaksubj,adj,n,negative
positiv,,,,,,strong,power,,,,,,,,,,,,authoritative,modif,weaksubj,adj,n,positive
,negativ,,,,,strong,power,,,,,,,,,,,,autocrat,noun,strongsubj,noun,n,negative
,negativ,,,,,strong,power,,,,,,,,,,,,autocratic,modif,strongsubj,adj,n,negative
,negativ,,,,,strong,power,,,,,,,,,,,,autocratic,modif,strongsubj,adj,n,negative
,negativ,,,,,strong,power,,,,,,,,,,,,autocratic,modif,strongsubj,noun,n,negative
positiv,,,,,,strong,power,,,,,,,,,,,,autonomous,modif,weaksubj,adj,n,positive
,negativ,,,,,,,,,,,,,,,,,,avarice,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,avaricious,modif,strongsubj,adj,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,avenge,noun,strongsubj,verb,y,negative
,negativ,,passive,,hostile,,,,,,,negate,,,,,,,aversion,noun,strongsubj,noun,n,negative
positiv,,,,,,,,,,,,,,,,,,,avid,modif,strongsubj,adj,n,positive
,negativ,,passive,,hostile,,,weak,,,,,,,,,,,avoid,supv,weaksubj,verb,y,negative
,negativ,,passive,,hostile,,,weak,,,,,,,,,,,avoidance,noun,weaksubj,noun,n,negative
positiv,,,,,,strong,power,,,,,,,,,,,,award,modif,weaksubj,adj,n,positive
positiv,,,,,,strong,power,,,,,,,,,,,,award,modif,weaksubj,verb,y,positive
positiv,,active,,,,strong,power,,,,,,,,,,,,award,supv,weaksubj,adj,n,positive
positiv,,active,,,,strong,power,,,,,,,,,,,,award,supv,weaksubj,verb,y,positive
positiv,,,passive,,,strong,,,,,,,,,,,,,aware,modif,strongsubj,adj,n,neutral
positiv,,,passive,,,strong,,,,,,,,,,,,,awareness,noun,strongsubj,noun,n,neutral
,,,,,,,,,submit,,,,,,,,,,awe,noun,strongsubj,noun,n,positive
,,,,,,,,,submit,,,,,,,,,,awe,noun,strongsubj,verb,y,positive
,negativ,,,,,strong,,,,,,,,,,,,,awful,modif,strongsubj,adj,n,negative
,negativ,,,,,strong,,,,,,,,,,,,,awful,modif,strongsubj,anypos,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,awkward,modif,strongsubj,adj,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,awkwardness,noun,strongsubj,noun,n,negative
,negativ,active,,,,,power,,,,,,,,,,,,ax,supv,strongsubj,verb,y,negative
,negativ,active,,,,,,,,,,,,,,,,,babble,supv,strongsubj,verb,y,negative
,,,,,,,,weak,,,,,,,,,,,baby,noun kin pfreq,strongsubj,adj,n,neutral
,,,,,,,,weak,,,,,,,,,,,baby,noun kin pfreq,strongsubj,noun,n,neutral
,,,,affil,,,,,,,,,,,,,,,baby,noun,strongsubj,adj,n,neutral
,,,,affil,,,,,,,,,,,,,,,baby,noun,strongsubj,noun,n,neutral
positiv,,active,,affil,,strong,power,,,,,,,,,,,,back,supv,weaksubj,verb,y,positive
,,active,,,,strong,,,,,,,,,,,,,back,supv,weaksubj,verb,y,positive
positiv,,active,,affil,,strong,power,,,,,,,,,,,,back,noun,weaksubj,verb,y,positive
positiv,,,,,,strong,power,,,,,,,,,,,,backbone,noun,weaksubj,noun,n,positive
,negativ,,,,,,,weak,,,,,,,,,,,backward,ly,strongsubj,adj,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,backwardness,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,bad,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,badly,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,baffle,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,bafflement,noun,strongsubj,noun,n,negative
,negativ,active,,,,,,,,,,,,,,,,,bait,supv other,strongsubj,verb,y,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,balk,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,banal,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,banal,modif,strongsubj,anypos,y,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,bane,noun,strongsubj,noun,n,negative
,negativ,active,,,,strong,power,,,,,,,,,,,,banish,modif,strongsubj,adj,n,negative
,negativ,active,,,,strong,power,,,,,,,,,,,,banish,modif,strongsubj,verb,y,negative
,negativ,active,,,hostile,strong,power,,,,,,,,,,,,banish,supv,strongsubj,adj,n,negative
,negativ,active,,,hostile,strong,power,,,,,,,,,,,,banish,supv,strongsubj,verb,y,negative
,negativ,,,affil,,,power,,,,,,,,,,,,banishment,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,bankrupt,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,bankrupt,modif,weaksubj,verb,y,negative
,,active,,,,,,,,,,,,,,,,,bar,noun,weaksubj,verb,y,negative
,negativ,active,,,hostile,strong,power,,,,,,,,,,,,bar,supv,weaksubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,barbarian,noun,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,barbarian,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,barbarous,modif,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,barbarous,modif,strongsubj,anypos,y,negative
positiv,,active,,,,,,,,,,,,,,,,,bargain,supv,strongsubj,noun,n,positive
positiv,,active,,,,,,,,,,,,,,,,,bargain,supv,strongsubj,adj,n,positive
,negativ,,passive,,,,,weak,,,,,,,,,,,barren,modif,strongsubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,bashful,modif,strongsubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,basic,modif,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,basic,ly,weaksubj,adj,n,positive
,negativ,,,,hostile,,,,,,,,,,,,,,bastard,noun,strongsubj,anypos,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,bastard,noun,strongsubj,noun,n,negative
,negativ,active,,,,strong,,,,,,,,,,,,,battle,noun,weaksubj,verb,y,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,battle,supv,weaksubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,battlefield,noun,weaksubj,noun,n,negative
positiv,,,,,,,,,,,,,,,,,,,beacon,noun,weaksubj,noun,n,positive
,negativ,,,,hostile,,,,,,,,,,,,,,beastly,modif,strongsubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,beauteous,modif,strongsubj,adj,n,positive
positiv,,active,,,,strong,,,,,,,,,,,,,beautify,supv,strongsubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,,,beauty,noun,strongsubj,noun,n,positive
positiv,,,passive,,,,,,,,,,,,,,,,befit,supv,strongsubj,verb,y,positive
positiv,,,passive,,,,,,,,,,,,,,,,befitting,modif,strongsubj,adj,n,positive
positiv,,active,,affil,,,,,,,,,,,,,,,befriend,supv,strongsubj,verb,y,positive
,negativ,active,,,,,,weak,submit,,,,,,,,,,beg,supv,strongsubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,,,,,beggar,noun,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,belated,modif,weaksubj,adj,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,belie,supv,strongsubj,verb,y,negative
,,,passive,,,,,,,,,,,,,,,,belief,noun,strongsubj,adj,n,neutral
,,,passive,,,,,,,,,,,,,,,,belief,noun,strongsubj,noun,n,neutral
,,,passive,,,,,,,,,,,,,,,,believe,supv,strongsubj,verb,y,neutral
,,,passive,,,,,,,,,,,,,,,,believe,supv,strongsubj,verb,y,neutral
,,,passive,,,,,,submit,,,,,,,,,,believe,supv,strongsubj,verb,y,neutral
,negativ,,,,hostile,,,,,,,,,,,,,,belittle,supv,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,belligerent,modif,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,belligerent,modif,strongsubj,anypos,y,negative
positiv,,,,affil,,,,,,,,,,,,,,,beloved,modif,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,benefactor,noun,weaksubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,beneficent,modif,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,beneficial,modif,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,beneficial,modif,strongsubj,anypos,y,positive
positiv,,,,,,,,,,,,,,,,,,,beneficiary,noun,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,beneficiary,noun,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,benefit,noun,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,benefit,noun,weaksubj,noun,n,positive
positiv,,,,affil,,strong,power,,,,,,,,,,,,benefit,supv,weaksubj,adj,n,positive
positiv,,,,affil,,strong,power,,,,,,,,,,,,benefit,supv,weaksubj,noun,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,benefit,noun,weaksubj,adj,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,benefit,noun,weaksubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,benevolence,noun,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,benevolent,modif,strongsubj,adj,n,positive
positiv,,,passive,affil,,,power,,,,,,,,,,,,benign,modif,weaksubj,adj,n,positive
,,,passive,,,,,weak,,,,,,,,,,,bent,modif,weaksubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,bereave,supv,strongsubj,verb,y,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,bereavement,noun,strongsubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,bereft,noun,strongsubj,anypos,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,berserk,modif,strongsubj,adj,n,negative
,negativ,active,,,,,,weak,submit,,,,,,,,,,beseech,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,pain,,,,beset,modif,weaksubj,adj,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,besiege,supv,weaksubj,verb,y,negative
positiv,,,,,,,,,,,,,,,,,,,best,ly est,strongsubj,anypos,y,positive
,negativ,,,,hostile,,,,,,,,,,,,,,betray,supv,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,betrayal,noun,strongsubj,noun,n,negative
positiv,,,,,,,,,,,,,,,,,,,better,ly er pfreq,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,better,ly er pfreq,weaksubj,anypos,y,positive
positiv,,active,,,,,,,,,,,,,,,,,better,supv,strongsubj,adj,n,positive
positiv,,active,,,,,,,,,,,,,,,,,better,supv,weaksubj,anypos,y,positive
,negativ,,,,hostile,strong,,,,,,,,,,,,,beware,supv,weaksubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,bewilder,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,bewilderment,noun,strongsubj,noun,n,negative
,,,,,,strong,,,,,,,,,,,,,big,modif,weaksubj,adj,n,neutral
,negativ,,,,hostile,,,,,,,,,,,,,,bitchy,modif,strongsubj,adj,n,negative
,negativ,,passive,,hostile,,,,,,,,,,pain,,,,bitter,modif,strongsubj,adj,n,negative
,negativ,,passive,,,,,,,,,,,,pain,,,,bitterness,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,bizarre,modif,strongsubj,adj,n,negative
,negativ,active,,,,,power,,,,,,,,,,,,blackmail,supv other,weaksubj,verb,y,negative
,negativ,,,,,,,,,,,,intrj,,,,,,blah,,strongsubj,anypos,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,blame,noun,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,blame,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,blame,noun,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,blame,supv,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,blame,supv,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,blame,supv,strongsubj,verb,y,negative
positiv,,,,,,,,,,,,,,,,,,,blameless,modif,strongsubj,adj,n,positive
,negativ,,,,,,,weak,,,,,,,,,,,bland,modif,strongsubj,adj,n,negative
,negativ,active,,,,strong,,,,,,,,,,,,,blast,noun,weaksubj,anypos,y,negative
,negativ,active,,,,strong,,,,,,,,,,,,,blast,supv,weaksubj,anypos,y,negative
,negativ,,,,,strong,,,,,,,,,,,,,blatant,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,bleak,modif,strongsubj,adj,n,negative
,,,passive,,,,,weak,,,,,,,,,,,bleed,modif,weaksubj,verb,y,negative
,,,passive,,,,,weak,,,,,,,,,,,bleed,supv,weaksubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,,,,,blemish,noun,weaksubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,blemish,noun,weaksubj,verb,y,negative
positiv,,,passive,affil,,,,,,,,,,,,,,,bless,supv,strongsubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,,,bless,noun,strongsubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,,,bless,modif,strongsubj,verb,y,positive
,negativ,,,,,,,weak,,,,,,,,,,,blind,noun,weaksubj,anypos,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,blind,supv,weaksubj,anypos,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,blind,modif,weaksubj,anypos,n,negative
,negativ,,,,,strong,,,,,,,,,,,,,blind,modif,weaksubj,anypos,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,blindness,modif,weaksubj,adj,n,negative
positiv,,,,,,,,,,,,,,pleasur,,,,,bliss,noun,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,blissful,modif,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,blithe,modif,strongsubj,adj,n,positive
,negativ,,passive,,,strong,,,,,,,,,,,,,block,noun,weaksubj,noun,n,negative
,negativ,,passive,,,strong,,,,,,,,,,,,,block,noun,weaksubj,verb,y,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,block,supv,weaksubj,noun,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,block,supv,weaksubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,,,,,blockhead,modif,strongsubj,adj,n,negative
,negativ,,,,hostile,,,weak,,,,,,,pain,,,,bloodshed,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,strong,power,,,,,,,,,,,,bloodthirsty,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,bloody,modif,weaksubj,adj,n,negative
positiv,,active,,,,,,,,,,,,,,,,,bloom,supv,weaksubj,verb,y,positive
positiv,,active,,,,,,,,,,,,,,,,,blossom,supv,weaksubj,verb,y,positive
,negativ,active,,,hostile,strong,,,,,,,,,,,,,blow,noun,weaksubj,adj,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,blow,noun,weaksubj,noun,n,negative
,,active,,,hostile,strong,,,,,,,,,,,,,blow,supv,weaksubj,adj,n,negative
,,active,,,hostile,strong,,,,,,,,,,,,,blow,supv,weaksubj,noun,n,negative
,negativ,active,,,,strong,,,,,,,,,,,,,blow,supv,weaksubj,adj,n,negative
,negativ,active,,,,strong,,,,,,,,,,,,,blow,supv,weaksubj,noun,n,negative
,negativ,active,,,,,,weak,,,,,,,,,,,blunder,noun,strongsubj,adj,n,negative
,negativ,active,,,,,,weak,,,,,,,,,,,blunder,noun,strongsubj,noun,n,negative
,negativ,,,,,strong,,,,,,,,,,,,,blunt,modif,strongsubj,adj,n,negative
,negativ,active,,,,,,weak,,,,,,,,,,,blur,supv,weaksubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,blurt,supv,strongsubj,verb,y,negative
,negativ,active,,,,,power,,,,,,,,,,,,boast,supv,strongsubj,verb,y,positive
,negativ,active,,,,,power,,,,,,,,,,,,boast,supv,strongsubj,verb,y,negative
,negativ,,,,,,power,,,,,,,,,,,,boastful,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,bogus,modif,strongsubj,adj,n,negative
,,active,,,,,,,,,,,,,,,,,boil,noun,strongsubj,verb,y,negative
,,active,,,,,,,,,,,,,,,,,boil,supv,strongsubj,verb,y,negative
,negativ,,,,,strong,,,,,,,,,,,,,boisterous,modif,strongsubj,adj,n,negative
,,active,,,,strong,,,,,,,,,,,,,bold,modif,strongsubj,adj,n,positive
positiv,,,,,,strong,power,,,,,,,,,,,,boldness,noun,strongsubj,noun,n,positive
positiv,,active,,affil,,strong,,,,,,,,,,,,,bolster,supv,strongsubj,verb,y,positive
,negativ,,,,hostile,strong,,,,,,,,,,,,,bomb,noun,weaksubj,verb,y,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,bomb,supv,weaksubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,bombard,supv,weaksubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,bombardment,noun,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,bombardment,noun,strongsubj,noun,n,negative
,negativ,,passive,,,,,weak,submit,,,,,,,,,,bondage,noun,strongsubj,noun,n,negative
positiv,,,,,,,,,,,,,,,,,,,bonny,modif,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,bonus,noun,weaksubj,noun,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,boom,noun,weaksubj,noun,n,positive
positiv,,active,,,,strong,,,,,,,,,,,,,boost,modif,weaksubj,adj,n,positive
positiv,,active,,,,strong,,,,,,,,,,,,,boost,modif,weaksubj,verb,y,positive
positiv,,active,,,,strong,,,,,,,,,,,,,boost,supv,weaksubj,adj,n,positive
positiv,,active,,,,strong,,,,,,,,,,,,,boost,supv,weaksubj,verb,y,positive
,negativ,,,,,,,,,,,,,,,,,,bore,noun,strongsubj,verb,y,negative
,,active,,,,strong,,,,,,,,,,,,,bore,supv ed,strongsubj,verb,y,negative
,negativ,,passive,,,,,,,,,,,,,,,,bore,modif,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,bore,modif,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,boredom,noun,strongsubj,noun,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,bother,supv pfreq,strongsubj,noun,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,bother,supv pfreq,strongsubj,verb,y,negative
,,active,,,,,,,,,,,,,,,,,bother,supv,strongsubj,noun,n,negative
,,active,,,,,,,,,,,,,,,,,bother,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,bother,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,bother,noun,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,bothersome,noun,strongsubj,adj,n,negative
positiv,,,,,,strong,,,,,,,,,,,,,boundless,modif,strongsubj,adj,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,bountiful,modif,strongsubj,adj,n,positive
,,active,,,hostile,,,,,,,,,,,,,,boycott,noun,weaksubj,adj,n,negative
,,active,,,hostile,,,,,,,,,,,,,,boycott,noun,weaksubj,noun,n,negative
,,active,,,hostile,,,,,,,,,,,,,,boycott,supv,weaksubj,adj,n,negative
,,active,,,hostile,,,,,,,,,,,,,,boycott,supv,weaksubj,noun,n,negative
,negativ,active,,,,,power,,,,,,,,,,,,brag,supv,strongsubj,noun,n,both
,negativ,active,,,,,power,,,,,,,,,,,,brag,supv,strongsubj,verb,y,both
positiv,,,,,,,,,,,,,,,,,,,brainy,modif,strongsubj,adj,n,positive
,negativ,,,,,,,,,,,,,,,,,,brat,modif,strongsubj,noun,n,negative
,negativ,,,,,strong,power,,,,,,,,,,,,bravado,noun,strongsubj,noun,n,negative
positiv,,,,,,strong,power,,,,,,,,,,,,brave,modif,strongsubj,adj,n,positive
positiv,,,,,,strong,power,,,,,,,,,,,,brave,modif,strongsubj,verb,y,positive
positiv,,,,,,strong,power,,,,,,,,,,,,bravery,noun,strongsubj,adj,n,positive
positiv,,,,,,strong,power,,,,,,,,,,,,bravery,noun,strongsubj,noun,n,positive
,negativ,,,,,strong,power,,,,,,,,,,,,brazen,modif,strongsubj,anypos,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,breach,supv,weaksubj,adj,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,breach,supv,weaksubj,noun,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,break,supv,weaksubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,break,supv,weaksubj,verb,y,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,break,supv,weaksubj,verb,y,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,breakdown,supv,weaksubj,verb,y,negative
positiv,,,,,,,,,,,,,,,,,,,bright,modif,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,brightness,noun,weaksubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,brilliance,noun,weaksubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,brilliant,modif,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,brilliant,modif,strongsubj,anypos,y,positive
,negativ,,passive,,hostile,,,,,,,,,,,,,,bristle,supv,strongsubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,,,,,brittle,modif,weaksubj,adj,n,negative
,,,,,,strong,,,,,,,,,,,,,broad,modif,weaksubj,adj,n,positive
,,active,,,hostile,strong,,,,,,,,,,,,,broke,supv ed,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,broke,modif,weaksubj,adj,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,broke,supv ed,weaksubj,adj,n,negative
,negativ,,passive,,,,,,,,,,,,,,,,broke,modif,weaksubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,broke,supv ed,weaksubj,adj,n,negative
,negativ,,,,,,,weak,,,,,,,pain,,,,broken-hearted,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,pain,,,,brood,supv,strongsubj,verb,y,negative
positiv,,,,affil,,,,,,,,,,,,,,,brotherly,modif,weaksubj,adj,n,positive
,negativ,,,,,,,,,,,,,,pain,,,,bruise,noun,weaksubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,brusque,modif,strongsubj,adj,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,brutality,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,brute,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,brutish,modif,strongsubj,adj,n,negative
,negativ,,passive,,,,,weak,submit,,,,,,,,,,buckle,supv,weaksubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,bug,supv,weaksubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,,,,,bum,noun,weaksubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,bungle,supv,strongsubj,verb,y,negative
